id_solicitacao,idade,renda_mensal,tempo_emprego_meses,score_bureau,divida_renda,historico_atraso_12m,consultas_bureau_6m,valor_solicitado,num_parcelas,possui_imovel,tempo_relacionamento_banco_meses,canal,regiao,inadimplente
321,33,3972.14,2,657,0.199,0,1,21957.29,36,0,121,Correspondente,Centro-Oeste,0
322,43,5610.85,59,701,0.484,1,1,24512.53,48,0,7,App,Sudeste,0
323,36,7230.33,45,704,0.09,0,0,64715.15,48,0,13,Agência,Nordeste,0
324,35,2971.09,154,551,0.101,1,0,23306.04,36,0,39,App,Sul,0
325,58,3120.54,29,629,0.256,0,0,13620.15,48,1,122,App,Nordeste,0
326,37,2805.84,63,752,0.278,0,0,20884.61,36,0,1,App,Sudeste,1
327,53,8452.03,7,548,0.161,0,0,66509.71,60,1,37,Agência,Sudeste,0
328,43,3628.38,4,680,0.282,0,3,7819.73,12,1,1,Agência,Sudeste,0
329,18,3397.24,91,622,0.525,0,1,5168.6,36,0,7,Agência,Nordeste,0
330,24,2554.18,3,762,0.074,0,0,6528.24,24,1,55,App,Sudeste,0
331,22,1200.0,10,604,0.204,0,1,9475.8,36,0,99,Agência,Centro-Oeste,0
332,44,3029.65,57,625,0.423,0,1,12674.73,12,0,4,App,Nordeste,0
333,48,2781.93,1,748,0.301,1,0,5035.79,36,0,29,App,Sudeste,0
334,60,2303.12,58,446,0.133,0,1,16314.11,24,0,82,Agência,Sudeste,1
335,37,6268.7,28,556,0.25,0,2,49988.94,48,1,3,App,Nordeste,0
336,25,1565.95,53,672,0.47,0,1,7867.63,24,0,56,Agência,Nordeste,0
337,53,4777.67,140,838,0.627,1,4,40356.3,12,1,10,App,Norte,0
338,48,3375.87,86,652,0.371,2,0,9974.01,12,0,116,App,Sudeste,0
339,30,2655.91,17,769,0.33,0,0,9534.65,24,0,2,App,Sul,0
340,43,3515.36,50,537,0.519,0,0,30027.95,36,1,21,App,Nordeste,0
341,55,3521.45,26,777,0.085,0,3,22477.8,24,0,43,App,Nordeste,0
342,31,11003.44,30,726,0.633,0,2,51185.69,12,0,16,App,Norte,0
343,28,2901.44,19,685,0.627,0,0,25027.68,12,1,44,App,Sul,0
344,23,1454.04,63,600,0.272,0,1,6254.47,12,0,2,Correspondente,Sudeste,0
345,41,5377.92,42,637,0.116,0,1,11801.55,36,0,101,App,Centro-Oeste,0
346,30,4370.83,64,644,0.079,1,0,12710.89,36,0,16,App,Nordeste,0
347,30,18229.43,19,758,0.367,1,0,163276.61,36,0,42,App,Centro-Oeste,0
348,50,4073.32,14,812,0.272,1,1,13919.01,36,0,3,Agência,Nordeste,0
349,30,1793.64,100,691,0.163,1,1,11353.81,24,0,1,Agência,Norte,0
350,41,3848.65,44,466,0.58,0,0,31719.84,24,1,23,Agência,Sudeste,0
351,18,2216.57,73,673,0.264,0,3,14377.47,36,0,19,App,Sudeste,0
352,18,3628.45,8,522,0.312,0,0,26985.1,12,0,23,App,Sudeste,0
353,36,4027.03,12,677,0.075,0,0,34300.31,48,0,107,Correspondente,Centro-Oeste,0
354,43,1880.39,46,669,0.732,2,1,11695.21,24,0,14,Correspondente,Sudeste,0
355,44,5154.73,5,484,0.226,0,0,11341.13,60,0,121,App,Sudeste,0
356,34,4667.01,38,639,0.653,0,1,39387.15,36,0,5,App,Sudeste,0
357,28,5080.65,5,566,0.295,0,0,28964.27,36,0,121,Agência,Nordeste,0
358,34,2529.45,31,524,0.765,1,1,20993.58,36,1,30,App,Nordeste,0
359,75,3491.03,8,583,0.47,0,1,13741.42,12,1,0,App,Sudeste,0
360,54,2737.78,87,601,0.48,0,1,15864.73,36,0,0,App,Sudeste,0
361,43,4087.66,10,804,0.231,2,1,25297.44,48,1,16,App,Centro-Oeste,0
362,32,3568.95,41,791,0.187,1,0,7280.41,60,1,21,Agência,Nordeste,0
363,56,1954.18,7,634,0.794,0,2,13504.76,12,1,13,Agência,Sudeste,0
364,27,3145.69,8,733,0.362,2,5,17939.35,48,0,92,Correspondente,Sudeste,0
365,41,1832.75,84,732,0.444,0,3,11972.41,12,1,1,App,Sudeste,0
366,32,5435.72,14,798,0.252,1,2,26493.89,24,0,9,Agência,Sul,0
367,30,2565.79,30,539,0.666,0,2,7631.52,48,0,1,Agência,Sudeste,1
368,46,3656.06,76,732,0.357,0,1,18343.0,60,1,29,Correspondente,Sudeste,0
369,29,1537.07,73,702,0.186,0,0,2908.13,36,0,9,Agência,Sudeste,0
370,38,1967.3,88,554,0.382,0,2,7746.38,48,1,100,Agência,Nordeste,0
371,51,4287.33,70,650,0.172,0,0,14888.81,12,0,8,App,Nordeste,0
372,37,7951.66,25,502,0.491,0,0,58107.09,24,0,54,Agência,Nordeste,0
373,41,1382.65,46,843,0.28,0,0,3354.28,36,0,144,App,Sul,0
374,29,2594.62,68,700,0.354,0,0,20536.9,24,0,42,App,Sudeste,0
375,18,6304.2,29,500,0.383,0,2,50135.0,24,0,24,Agência,Sul,0
376,39,6757.94,8,720,0.288,0,1,58070.3,36,0,11,Correspondente,Sul,1
377,29,1941.15,0,807,0.177,2,2,2941.21,36,1,59,Agência,Norte,1
378,60,4958.16,2,586,0.45,0,0,20722.31,36,1,50,App,Nordeste,0
379,38,5348.02,75,848,0.013,0,2,38994.94,24,0,9,App,Sul,0
380,39,2717.09,55,562,0.481,0,0,7189.29,36,0,25,App,Sudeste,0
381,21,1746.35,62,615,0.109,0,0,3722.46,12,1,4,App,Nordeste,0
382,34,2759.24,93,638,0.357,0,1,11448.08,60,0,40,Agência,Nordeste,0
383,22,3585.54,61,732,0.313,0,1,19356.29,24,0,29,App,Nordeste,0
384,37,1720.74,11,723,0.353,1,0,4656.02,12,0,16,Correspondente,Sudeste,0
385,39,1200.0,11,741,0.188,2,2,5411.79,36,0,7,App,Nordeste,0
386,25,3828.26,30,643,0.174,0,1,22117.11,36,1,181,Agência,Nordeste,0
387,35,2168.89,42,817,0.65,0,1,13379.76,24,0,13,App,Sul,0
388,32,2792.99,26,494,0.453,1,1,16443.96,12,1,53,Agência,Nordeste,1
389,23,1471.79,1,631,0.338,0,2,4667.44,24,0,93,App,Norte,0
390,29,7017.05,21,841,0.138,0,3,34046.8,36,1,33,Agência,Centro-Oeste,0
391,36,2737.77,56,688,0.134,0,1,18783.56,24,0,2,App,Sudeste,0
392,50,2069.62,56,716,0.669,0,1,16655.28,12,1,7,Agência,Norte,0
393,31,1732.43,14,600,0.489,0,0,10478.74,24,0,8,Agência,Sul,1
394,37,5555.31,5,772,0.53,0,2,11717.31,12,0,42,App,Nordeste,0
395,38,1812.23,78,710,0.262,0,0,6785.92,48,1,34,App,Sudeste,0
396,41,5658.91,5,694,0.221,0,1,26250.25,24,0,58,Agência,Sudeste,0
397,45,1745.77,4,708,0.604,0,0,4815.54,24,0,14,App,Nordeste,0
398,28,3174.12,35,660,0.136,0,0,14981.27,36,1,18,App,Centro-Oeste,0
399,37,4229.32,18,570,0.712,0,1,8008.42,60,1,13,App,Norte,0
400,59,2187.14,6,738,0.147,1,1,12690.83,60,0,62,Correspondente,Sudeste,0
401,44,6252.66,8,660,0.163,0,0,11107.04,24,0,51,Agência,Sudeste,0
402,50,2274.89,35,650,0.423,1,0,3435.22,48,1,55,Agência,Sul,0
403,33,3587.25,9,426,0.495,0,1,20985.86,24,0,48,App,Centro-Oeste,1
404,41,2548.27,78,634,0.464,0,3,10125.54,24,1,6,Agência,Sul,0
405,42,2622.71,2,487,0.137,0,0,5264.49,36,0,52,Agência,Centro-Oeste,0
406,56,1879.91,33,656,0.324,1,2,13738.31,12,0,14,App,Nordeste,0
407,18,4929.01,31,588,0.19,1,0,7515.38,12,0,85,Correspondente,Sudeste,0
408,18,3856.91,3,716,0.341,0,1,11496.27,36,0,9,App,Sul,0
409,22,2470.16,22,565,0.113,0,0,17555.07,60,0,73,Agência,Sul,0
410,49,6444.56,33,743,0.17,1,2,56581.0,36,1,16,App,Nordeste,0
411,57,4797.89,30,517,0.638,0,0,20421.28,60,0,1,App,Sudeste,0
412,37,2635.98,59,668,0.216,0,2,20827.37,24,0,33,App,Sul,0
413,29,2206.68,60,766,0.294,0,0,8131.92,36,0,41,App,Sudeste,0
414,51,2310.6,57,569,0.179,0,1,8195.9,48,0,83,App,Nordeste,0
415,26,5475.63,32,796,0.239,1,2,29491.56,24,1,39,App,Nordeste,0
416,33,3636.36,27,734,0.463,0,0,21515.66,24,0,221,Agência,Sudeste,0
417,36,2231.05,10,759,0.102,1,1,19450.16,12,0,16,App,Nordeste,0
418,23,3717.73,57,702,0.21,0,2,21873.11,60,0,79,Agência,Nordeste,0
419,46,1886.89,32,721,0.68,0,1,6809.56,12,1,59,App,Norte,0
420,18,2134.6,4,792,0.28,0,1,11394.83,36,0,19,App,Sudeste,0
421,43,10676.17,58,493,0.337,0,4,45695.79,24,0,31,Agência,Sudeste,0
422,41,4997.19,58,730,0.169,2,3,17254.27,48,0,24,Agência,Sul,0
423,41,4957.64,0,680,0.402,1,3,35312.48,24,0,5,App,Sudeste,0
424,30,2039.83,255,679,0.128,0,0,10556.56,48,1,9,Agência,Sul,0
425,27,1864.24,10,499,0.25,0,0,3109.34,48,0,4,App,Sul,0
426,37,1368.23,167,706,0.251,0,1,3681.82,36,1,37,App,Norte,0
427,28,4303.05,5,686,0.405,0,2,28191.4,24,0,62,App,Sudeste,0
428,55,5590.03,61,628,0.293,0,1,8842.12,48,1,26,App,Sudeste,0
429,41,13088.91,3,704,0.253,0,1,90832.11,12,0,34,App,Sudeste,0
430,20,11711.8,7,666,0.221,1,2,97997.0,36,0,3,Correspondente,Sul,0
431,29,3802.05,14,678,0.449,1,0,9535.89,36,0,85,Agência,Sudeste,0
432,23,2540.49,60,716,0.395,0,0,18515.15,12,0,36,Correspondente,Sul,0
433,28,1481.55,8,671,0.146,0,0,13193.42,60,0,61,Agência,Sudeste,0
434,63,2029.81,100,764,0.177,1,0,17357.96,12,0,36,Agência,Sudeste,0
435,65,2986.81,4,795,0.173,2,1,25523.18,48,0,4,Agência,Norte,0
436,66,3556.79,43,600,0.074,0,1,22153.67,48,0,12,App,Sul,0
437,48,8921.94,27,669,0.547,0,1,44136.03,48,1,25,Correspondente,Sudeste,0
438,51,10218.36,2,653,0.274,0,1,66826.16,24,1,57,Agência,Sudeste,0
439,49,2620.02,78,670,0.679,1,2,6260.01,24,0,53,App,Sul,0
440,52,4087.06,39,534,0.488,0,0,29302.87,24,0,3,App,Sudeste,0
441,37,4763.37,29,565,0.253,0,3,9742.14,24,0,1,App,Centro-Oeste,1
442,36,2089.57,10,583,0.298,2,1,10722.82,48,1,54,App,Nordeste,0
443,62,5124.38,45,682,0.266,0,1,27754.71,24,0,108,Correspondente,Nordeste,0
444,36,3465.4,231,703,0.266,1,2,19066.94,48,1,50,Agência,Nordeste,1
445,36,4441.4,3,669,0.418,0,0,21120.72,36,0,18,Correspondente,Sudeste,1
446,33,2208.32,18,552,0.694,1,2,19209.02,48,0,10,Correspondente,Nordeste,1
447,59,6368.25,107,678,0.306,0,2,21477.75,60,0,13,App,Sudeste,0
448,52,5439.66,24,642,0.262,0,0,26155.85,36,0,23,App,Nordeste,0
449,40,2475.37,5,553,0.015,0,1,13755.08,60,0,7,App,Sudeste,0
450,49,2855.52,4,580,0.072,0,2,15791.4,48,0,11,Agência,Nordeste,0
451,39,3164.76,24,547,0.327,0,0,24607.34,24,1,22,App,Sudeste,0
452,68,5759.66,57,688,0.786,0,1,28750.99,36,0,15,Agência,Sudeste,0
453,28,2473.72,26,494,0.305,1,0,6341.88,36,0,34,Correspondente,Nordeste,0
454,29,2329.94,19,669,0.306,0,2,6946.47,36,1,32,App,Nordeste,0
455,38,2421.45,42,622,0.125,1,2,18426.38,48,0,3,Agência,Sudeste,0
456,38,4251.16,32,572,0.159,0,1,27301.81,36,1,16,App,Sudeste,0
457,27,3262.04,62,556,0.2,1,1,21261.71,48,0,23,Agência,Sul,0
458,43,6637.86,141,850,0.163,0,1,40612.61,36,1,29,App,Nordeste,0
459,38,7837.32,71,796,0.205,1,1,28307.06,36,1,53,App,Sul,0
460,40,4477.43,58,588,0.913,0,1,29069.5,12,0,29,App,Norte,0
461,32,1877.79,25,715,0.156,1,1,7651.39,60,0,11,App,Nordeste,0
462,30,1903.66,109,618,0.261,0,0,7601.48,12,0,83,Agência,Nordeste,0
463,31,4781.7,85,633,0.562,1,1,22059.46,48,1,14,App,Sudeste,1
464,27,3059.58,13,735,0.301,1,1,12884.87,36,0,16,Agência,Sudeste,0
465,39,8124.99,31,578,0.154,1,2,68005.81,36,0,28,Agência,Sudeste,0
466,45,2100.13,89,663,0.168,1,1,13490.78,48,0,4,Correspondente,Sul,0
467,24,3403.79,28,633,0.291,0,4,27985.14,24,0,25,App,Sudeste,0
468,55,5202.61,28,850,0.142,1,0,25497.37,48,1,79,App,Nordeste,0
469,39,14702.01,10,735,0.335,0,1,96555.53,48,1,25,App,Sudeste,0
470,37,1741.39,74,644,0.166,1,0,7087.05,36,0,119,Agência,Sudeste,0
471,46,1600.55,26,507,0.56,0,1,7193.31,24,0,23,Correspondente,Sudeste,0
472,33,6654.98,0,689,0.353,0,0,45942.52,24,0,58,App,Sudeste,0
473,34,2529.74,17,625,0.143,0,1,18762.04,12,1,53,App,Sudeste,0
474,54,8998.8,1,519,0.145,0,0,74701.31,24,0,3,App,Centro-Oeste,0
475,19,3159.83,51,468,0.384,0,1,25175.31,60,0,122,Agência,Nordeste,0
476,41,7070.99,74,693,0.31,0,1,32281.63,48,0,14,App,Sudeste,0
477,41,4926.08,59,568,0.287,0,2,35404.65,12,0,42,App,Nordeste,0
478,48,7334.74,13,550,0.412,0,0,18870.9,48,1,9,App,Norte,0
479,49,2022.35,28,549,0.22,0,0,16890.61,36,0,46,App,Sudeste,0
480,20,6157.35,259,544,0.203,0,2,45144.66,60,0,33,Correspondente,Nordeste,0
481,51,3487.5,1,524,0.369,0,1,20406.94,12,0,33,App,Sudeste,1
482,29,2732.16,25,533,0.26,0,0,21048.76,12,1,12,App,Norte,0
483,42,1934.65,83,850,0.629,0,1,14017.69,12,0,0,App,Sudeste,0
484,57,1702.45,4,677,0.532,0,0,4526.72,12,0,57,App,Sul,0
485,37,7203.61,125,807,0.468,1,0,15504.69,36,0,3,Agência,Sudeste,0
486,24,3723.51,19,612,0.452,0,3,11964.73,24,0,14,Agência,Sudeste,0
487,57,4444.62,17,550,0.412,0,1,26555.29,24,1,26,App,Centro-Oeste,0
488,49,1748.08,85,791,0.476,0,0,5750.58,24,0,83,Agência,Norte,0
489,41,3930.64,31,590,0.316,0,0,30384.45,36,0,35,Agência,Nordeste,0
490,58,1745.92,14,760,0.107,1,2,9413.62,48,0,15,App,Norte,0
491,26,3425.66,114,739,0.15,0,1,12320.89,36,0,11,Correspondente,Sudeste,0
492,52,2059.61,20,520,0.6,0,2,6502.23,48,0,45,Agência,Sudeste,0
493,58,1392.75,31,581,0.152,0,1,4117.98,36,1,118,App,Sudeste,0
494,22,8037.55,19,564,0.358,0,2,70995.48,36,0,63,App,Sudeste,0
495,29,6128.49,67,579,0.131,0,3,36000.78,48,1,198,App,Nordeste,0
496,47,7978.65,35,791,0.382,0,2,55762.59,36,0,42,Agência,Sudeste,0
497,47,3265.68,31,633,0.312,0,2,20166.29,48,0,8,App,Sudeste,1
498,32,1816.08,25,710,0.148,0,3,7691.75,36,0,177,Correspondente,Centro-Oeste,0
499,37,1200.0,63,467,0.22,0,1,2046.9,36,0,0,App,Nordeste,1
500,42,2999.83,26,752,0.637,0,2,16034.0,36,0,68,App,Sudeste,0
501,18,5208.3,20,788,0.336,0,1,16816.84,24,0,20,App,Sudeste,0
502,37,1478.9,116,727,0.184,0,0,5399.01,36,0,13,Agência,Nordeste,0
503,18,4183.55,23,336,0.398,0,0,19489.75,12,0,50,App,Sudeste,0
504,52,3543.47,73,606,0.351,1,0,31344.52,60,0,17,App,Sudeste,1
505,18,1609.4,87,622,0.564,0,2,11158.11,12,0,69,App,Nordeste,0
506,26,1801.94,52,541,0.246,0,0,9422.67,24,1,2,Correspondente,Nordeste,0
507,61,6761.14,60,748,0.161,1,1,11241.65,48,1,4,Agência,Nordeste,0
508,40,9559.23,138,697,0.235,0,0,30764.24,60,0,5,Agência,Sudeste,0
509,35,3392.97,81,846,0.483,0,2,24240.29,24,1,42,App,Norte,0
510,49,4295.96,9,635,0.222,1,2,32783.9,36,0,42,Agência,Nordeste,0
511,51,16793.25,109,779,0.272,0,2,130185.6,36,0,55,Correspondente,Centro-Oeste,0
512,58,1356.49,84,685,0.29,0,0,6525.32,48,0,61,App,Sudeste,0
513,47,9615.84,61,536,0.513,0,0,41985.88,36,0,40,App,Nordeste,0
514,47,5441.56,29,634,0.409,0,1,45447.75,60,0,36,App,Centro-Oeste,0
515,18,2592.12,62,532,0.252,1,1,13755.23,36,0,13,App,Sul,0
516,37,7976.47,77,574,0.459,0,2,47894.1,36,0,86,Agência,Sudeste,0
517,50,4312.52,40,506,0.315,0,2,30736.39,60,0,5,App,Nordeste,0
518,38,2276.62,93,682,0.206,0,0,4222.67,36,1,165,Agência,Sudeste,0
519,29,6747.71,19,682,0.313,1,1,24430.96,36,1,28,App,Nordeste,0
520,18,3452.95,32,765,0.392,1,0,29372.11,36,0,9,Correspondente,Centro-Oeste,0
521,30,2021.06,134,686,0.269,0,0,8203.21,48,1,76,App,Sudeste,0
522,52,13263.19,18,697,0.503,0,0,29048.02,48,0,16,Agência,Norte,1
523,48,4575.74,0,606,0.291,0,2,15930.41,12,1,5,App,Sudeste,0
524,32,5775.03,40,615,0.266,0,2,12878.39,24,1,29,Agência,Nordeste,0
525,18,8004.04,40,606,0.237,0,1,16442.01,36,0,10,App,Sudeste,0
526,36,2913.87,6,498,0.089,0,1,13231.62,24,0,224,App,Norte,0
527,52,5258.75,133,675,0.39,1,1,17216.35,12,0,8,Correspondente,Centro-Oeste,0
528,27,3967.83,27,736,0.081,0,2,9480.92,48,0,11,Correspondente,Sul,0
529,18,2334.16,19,555,0.267,0,1,10235.53,12,1,1,Agência,Centro-Oeste,0
530,32,3031.86,2,437,0.218,0,0,12444.11,36,0,29,App,Norte,1
531,31,3288.29,27,626,0.209,0,1,16999.31,12,1,101,App,Sudeste,0
532,28,4501.53,25,674,0.376,0,0,10199.27,36,0,8,App,Sudeste,0
533,36,3894.76,194,576,0.683,1,1,7681.85,12,1,37,App,Nordeste,1
534,36,1962.95,31,679,0.275,2,1,12535.21,60,0,19,Agência,Sudeste,0
535,40,9639.64,122,740,0.183,1,3,38670.45,48,0,65,Agência,Nordeste,0
536,45,2295.29,8,684,0.112,0,0,14518.79,12,1,7,Agência,Norte,0
537,52,5352.25,49,611,0.228,0,0,28388.79,60,0,34,Correspondente,Sudeste,0
538,41,4412.14,41,589,0.709,0,1,17372.11,36,0,8,App,Nordeste,0
539,24,2387.84,74,601,0.222,0,3,5471.35,24,0,12,App,Sudeste,0
540,25,3035.65,13,528,0.445,1,1,21047.09,24,0,6,Agência,Sul,0
541,34,4541.29,15,580,0.184,0,0,8542.12,24,0,22,App,Centro-Oeste,0
542,26,3744.15,101,694,0.206,0,5,19633.93,24,1,52,App,Sul,0
543,20,2657.91,20,560,0.308,0,0,20813.51,24,0,11,App,Nordeste,0
544,26,3653.83,115,755,0.295,0,1,11242.8,48,0,2,Agência,Sudeste,0
545,33,1742.65,37,474,0.028,0,2,6238.68,48,1,17,Agência,Nordeste,0
546,36,8037.15,56,632,0.213,1,2,25703.74,24,0,23,App,Nordeste,0
547,46,5493.67,0,517,0.117,0,4,13439.27,60,0,47,App,Nordeste,0
548,21,2669.93,255,768,0.474,0,0,6181.19,24,0,8,App,Norte,0
549,40,3293.51,81,838,0.427,2,0,24291.73,12,0,9,App,Centro-Oeste,0
550,20,4489.31,30,594,0.111,0,1,34550.34,48,0,59,Agência,Sudeste,0
551,44,3489.59,42,452,0.326,0,0,9880.24,36,0,114,Agência,Norte,0
552,23,2887.12,29,680,0.435,1,1,4951.98,24,0,17,App,Nordeste,0
553,35,2972.1,28,634,0.093,2,1,11127.82,24,1,20,App,Centro-Oeste,0
554,39,3383.4,80,659,0.465,1,1,27546.95,12,1,22,App,Sul,0
555,50,1903.44,1,607,0.382,0,0,7417.18,24,1,83,App,Sul,0
556,50,4595.28,4,725,0.416,1,0,20372.56,24,0,5,App,Sudeste,0
557,49,2314.86,1,733,0.115,0,2,18743.88,36,0,20,App,Sudeste,0
558,52,10019.3,16,671,0.236,0,0,38283.6,24,0,42,Agência,Sudeste,0
559,26,2862.32,5,837,0.103,0,1,12369.25,36,1,55,App,Norte,0
560,43,2223.85,1,615,0.223,0,2,6649.13,12,0,28,Correspondente,Sul,0
561,37,2486.45,23,765,0.587,0,0,20275.28,36,0,10,Correspondente,Sudeste,0
562,48,3510.49,69,638,0.397,0,2,25288.79,12,0,27,App,Sudeste,0
563,19,1200.0,49,567,0.337,0,1,4291.63,48,0,7,App,Nordeste,0
564,39,7411.73,80,850,0.702,1,2,26956.49,60,1,36,Correspondente,Sudeste,0
565,35,8178.6,6,607,0.31,1,2,31979.95,36,0,31,App,Nordeste,1
566,43,2095.23,18,680,0.41,0,1,8790.89,24,1,5,App,Sudeste,0
567,55,5629.13,15,586,0.376,2,0,25167.15,24,0,12,App,Nordeste,0
568,30,2446.49,10,718,0.075,0,4,3672.21,48,0,17,Correspondente,Nordeste,0
569,40,3877.0,15,616,0.332,0,0,6754.51,36,0,55,App,Nordeste,0
570,49,2909.03,12,600,0.015,0,6,17717.58,48,0,2,Agência,Centro-Oeste,0
571,45,5588.81,6,629,0.353,0,1,44394.76,36,0,36,Agência,Norte,0
572,42,5232.29,35,655,0.134,0,1,23841.3,36,0,56,Correspondente,Nordeste,0
573,35,2951.36,73,578,0.849,0,2,26047.1,12,1,1,Correspondente,Nordeste,0
574,40,3806.64,2,669,0.432,0,0,14761.35,60,0,34,App,Nordeste,1
575,36,6508.32,100,838,0.137,0,1,21882.59,48,1,53,App,Sul,0
576,45,4553.71,16,804,0.725,0,1,34257.29,12,0,43,App,Nordeste,0
577,37,1986.09,41,700,0.32,1,1,11407.68,24,0,0,Correspondente,Centro-Oeste,0
578,26,2133.8,70,799,0.196,1,1,11648.5,48,0,17,App,Nordeste,0
579,23,2813.21,67,606,0.419,2,1,13214.08,36,1,5,App,Sudeste,0
580,33,1735.35,57,676,0.245,1,2,9842.1,12,1,16,App,Sul,0
581,21,4888.92,88,553,0.508,0,1,43118.24,36,0,0,App,Sul,0
582,54,8194.11,1,743,0.301,0,1,58185.75,48,0,2,Agência,Nordeste,0
583,55,5734.74,13,699,0.393,1,1,51017.87,36,0,5,Agência,Sudeste,0
584,49,4058.03,24,593,0.314,0,3,20075.18,36,1,28,Agência,Nordeste,0
585,29,4497.47,89,450,0.37,0,2,16073.39,48,0,4,App,Sudeste,0
586,34,2815.81,1,651,0.114,0,0,13276.0,24,0,41,Correspondente,Sudeste,0
587,26,1831.19,88,809,0.09,0,2,4669.17,60,0,34,App,Sul,0
588,40,4166.89,13,751,0.269,0,0,20757.89,24,1,33,App,Nordeste,0
589,47,2055.75,59,634,0.084,0,2,3598.21,36,0,1,App,Sudeste,0
590,18,2820.07,111,627,0.23,1,3,8975.73,48,1,4,Correspondente,Sudeste,1
591,31,2827.07,15,725,0.296,0,2,23387.78,36,1,31,Correspondente,Sudeste,0
592,47,2210.32,97,723,0.052,2,2,16336.74,36,1,3,App,Sul,0
593,25,5829.29,79,662,0.39,0,0,51160.88,36,0,0,Correspondente,Sul,0
594,24,15201.91,52,583,0.639,0,0,47940.37,48,0,12,Agência,Sul,1
595,34,16948.74,1,738,0.167,0,1,53753.49,36,0,61,App,Norte,0
596,43,4714.48,14,750,0.102,1,0,15339.47,60,0,113,App,Sudeste,0
597,29,3245.23,1,804,0.538,0,1,25073.88,36,1,6,Agência,Nordeste,0
598,43,3410.91,30,504,0.386,2,2,24505.65,36,0,112,App,Sul,1
599,29,4989.69,6,823,0.252,1,2,23975.37,12,0,37,App,Sudeste,0
600,46,3793.5,45,538,0.285,0,3,31365.68,12,1,15,App,Nordeste,0
601,40,2219.55,51,766,0.366,0,0,17938.65,24,1,20,App,Sul,1
602,33,4603.24,14,577,0.194,0,1,35045.67,48,0,100,App,Centro-Oeste,0
603,30,1722.57,59,660,0.165,0,0,8254.32,36,0,8,App,Sudeste,0
604,33,6918.39,98,613,0.494,1,2,14600.82,12,1,11,Correspondente,Nordeste,0
605,44,2899.73,18,850,0.483,0,1,19367.88,60,1,75,App,Sudeste,0
606,55,8034.62,1,530,0.198,0,1,25977.4,24,0,19,App,Sul,0
607,49,1498.49,5,715,0.028,2,1,6093.68,24,0,4,App,Sudeste,0
608,38,4321.73,16,760,0.375,0,1,15369.27,24,1,31,Correspondente,Sudeste,0
609,21,3959.62,17,775,0.186,2,1,13657.6,24,0,27,Correspondente,Nordeste,0
610,29,2715.89,49,696,0.173,2,1,6648.03,48,0,62,App,Sudeste,0
611,35,10571.52,57,614,0.483,0,2,71020.28,36,0,4,App,Sudeste,0
612,36,7206.85,20,732,0.45,0,1,54650.47,12,1,28,App,Sudeste,0
613,18,6965.85,5,606,0.371,0,2,48571.84,60,1,41,App,Sudeste,0
614,37,3499.18,59,555,0.135,0,0,28223.2,36,0,22,App,Sudeste,0
615,36,7270.13,8,618,0.724,2,1,55561.33,48,0,7,Agência,Sudeste,0
616,36,6629.92,21,527,0.259,1,0,39942.57,48,0,65,App,Sul,0
617,40,7051.85,28,630,0.312,0,1,61657.44,24,0,8,App,Sudeste,0
618,22,4319.6,9,625,0.275,1,1,38166.92,36,1,25,App,Sudeste,0
619,54,1200.0,32,680,0.625,0,1,8316.54,36,1,3,App,Sudeste,0
620,41,2363.34,51,716,0.469,1,1,17950.08,36,0,3,Correspondente,Sul,0
621,31,3043.93,26,652,0.445,1,1,5160.51,36,1,83,Agência,Sudeste,0
622,36,2336.73,41,809,0.401,0,1,19122.27,48,1,40,Correspondente,Centro-Oeste,0
623,50,2579.1,35,666,0.271,0,0,18892.78,36,0,10,App,Centro-Oeste,0
624,47,3133.18,20,634,0.34,0,0,15174.13,36,0,157,App,Sudeste,0
625,47,4339.93,115,627,0.466,1,1,35567.35,24,0,12,App,Sul,0
626,52,2518.88,110,598,0.348,0,4,9843.21,60,1,135,App,Sudeste,0
627,26,4262.52,11,695,0.493,1,1,36024.66,24,0,4,App,Sudeste,0
628,39,1200.0,19,717,0.611,0,0,9976.32,24,0,21,App,Sudeste,0
629,18,7156.28,23,811,0.403,0,3,46088.24,48,1,43,Agência,Sul,0
630,18,1530.33,4,649,0.485,2,0,8388.16,48,1,29,App,Nordeste,0
631,48,2287.84,94,675,0.115,0,1,6084.95,36,1,55,App,Sul,0
632,41,3304.83,19,592,0.144,0,5,24516.94,36,1,54,Agência,Nordeste,0
633,38,4116.97,6,683,0.179,1,0,28448.82,12,0,85,App,Sudeste,0
634,45,3841.06,13,431,0.542,0,1,32789.16,36,0,0,Agência,Norte,0
635,32,3518.33,72,584,0.355,0,1,30675.11,48,0,137,App,Sudeste,1
636,40,5159.59,6,716,0.202,2,2,44642.07,12,0,32,App,Sul,0
637,51,1720.12,18,687,0.394,0,0,2775.43,48,0,123,Agência,Norte,0
638,45,2815.12,36,802,0.464,0,2,21631.23,24,0,30,Agência,Nordeste,0
639,48,1200.0,35,538,0.115,0,0,5448.55,48,0,84,App,Sudeste,0
640,30,9519.77,11,444,0.365,0,1,38377.78,48,0,4,App,Centro-Oeste,0
641,25,5504.23,67,679,0.114,0,0,20448.81,24,0,89,App,Nordeste,0
642,36,4305.07,36,673,0.334,0,1,7645.15,12,1,35,Agência,Nordeste,0
643,41,7693.02,28,535,0.549,1,0,60698.39,24,1,54,App,Norte,1
